CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
34.791.108/0001-61;AZ QUEST SMALL MID CAPS INSTITUCIONAL FIC FIA;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.08
34.791.108/0001-61;AZ QUEST SMALL MID CAPS INSTITUCIONAL FIC FIA;2023-11-30;Títulos públicos federais;0.60
34.791.421/0001-08;NAVI CRUISE MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;83.21
34.791.421/0001-08;NAVI CRUISE MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;2.51
34.791.421/0001-08;NAVI CRUISE MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Investimento no exterior;5.37
34.791.421/0001-08;NAVI CRUISE MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;11.75
34.791.421/0001-08;NAVI CRUISE MASTER FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Títulos públicos federais;0.02
34.791.444/0001-04;NAVI CRUISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;83.13
34.791.444/0001-04;NAVI CRUISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;2.51
34.791.444/0001-04;NAVI CRUISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Investimento no exterior;5.36
34.791.444/0001-04;NAVI CRUISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;12.63
34.791.444/0001-04;NAVI CRUISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Títulos públicos federais;0.02
34.791.820/0001-60;BRAM FUNDO DE INVESTIMENTO EM AÇÕES CRESCIMENTO;2023-11-30;Ações;93.21
34.791.820/0001-60;BRAM FUNDO DE INVESTIMENTO EM AÇÕES CRESCIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;5.35
34.792.742/0001-19;KAPITALO KAPPA AVIGNON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.30
34.792.742/0001-19;KAPITALO KAPPA AVIGNON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;1.04
34.792.742/0001-19;KAPITALO KAPPA AVIGNON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;1.91
34.792.761/0001-45;KAPITALO KAPPA EXCELLENCE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;91.95
34.792.761/0001-45;KAPITALO KAPPA EXCELLENCE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.00
34.792.761/0001-45;KAPITALO KAPPA EXCELLENCE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;0.00
34.792.778/0001-00;KAPITALO KAPPA FEEDER I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;91.95
34.792.778/0001-00;KAPITALO KAPPA FEEDER I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.00
34.792.778/0001-00;KAPITALO KAPPA FEEDER I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;0.00
34.792.818/0001-06;KAPITALO KAPPA KPP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;91.90
34.792.818/0001-06;KAPITALO KAPPA KPP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.04
34.792.818/0001-06;KAPITALO KAPPA KPP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;0.08
34.792.842/0001-45;ÁGORA ESMERALDA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;45.59
34.792.842/0001-45;ÁGORA ESMERALDA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;74.39
34.792.842/0001-45;ÁGORA ESMERALDA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;-34.19
34.792.842/0001-45;ÁGORA ESMERALDA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;11.51
34.792.842/0001-45;ÁGORA ESMERALDA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;1.51
34.793.078/0001-22;NAVI CRUISE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;83.58
34.793.078/0001-22;NAVI CRUISE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;2.52
34.793.078/0001-22;NAVI CRUISE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Investimento no exterior;5.39
34.793.078/0001-22;NAVI CRUISE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;12.88
34.793.078/0001-22;NAVI CRUISE ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Títulos públicos federais;0.02
34.793.093/0001-70;NAVI CRUISE A FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;83.18
34.793.093/0001-70;NAVI CRUISE A FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;2.51
34.793.093/0001-70;NAVI CRUISE A FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Investimento no exterior;5.37
34.793.093/0001-70;NAVI CRUISE A FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;12.33
34.793.093/0001-70;NAVI CRUISE A FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Títulos públicos federais;0.02
34.793.170/0001-92;ICATU VANGUARDA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RF LONGO PRAZO;2023-11-30;Derivativos;4.77
34.793.170/0001-92;ICATU VANGUARDA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RF LONGO PRAZO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.46
34.793.170/0001-92;ICATU VANGUARDA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RF LONGO PRAZO;2023-11-30;Títulos de crédito privado;93.92
34.793.170/0001-92;ICATU VANGUARDA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RF LONGO PRAZO;2023-11-30;Títulos públicos federais;6.90
34.799.086/0001-86;PANAMBY INNO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;78.79
34.799.086/0001-86;PANAMBY INNO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;0.00
34.799.112/0001-76;PANAMBY GLOBAL MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;0.41
34.799.112/0001-76;PANAMBY GLOBAL MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;14.68
34.799.112/0001-76;PANAMBY GLOBAL MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;118.61
34.799.112/0001-76;PANAMBY GLOBAL MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;16.76
34.799.112/0001-76;PANAMBY GLOBAL MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;66.08
34.799.162/0001-53;BOCOM BBM CORPORATE CREDIT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;37.03
34.799.162/0001-53;BOCOM BBM CORPORATE CREDIT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Investimento no exterior;0.08
34.799.162/0001-53;BOCOM BBM CORPORATE CREDIT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;25.81
34.799.162/0001-53;BOCOM BBM CORPORATE CREDIT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Títulos de crédito privado;36.46
34.799.162/0001-53;BOCOM BBM CORPORATE CREDIT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Títulos públicos federais;0.49
34.799.186/0001-02;BOCOM BBM CORPORATE CREDIT FIC DE FIM CRÉDITO PRIVADO;2023-11-30;Cotas de fundos de investimento 409;0.45
34.799.186/0001-02;BOCOM BBM CORPORATE CREDIT FIC DE FIM CRÉDITO PRIVADO;2023-11-30;Depósitos a prazo e outros títulos de instituições financeiras;37.07
34.799.186/0001-02;BOCOM BBM CORPORATE CREDIT FIC DE FIM CRÉDITO PRIVADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;25.81
34.799.186/0001-02;BOCOM BBM CORPORATE CREDIT FIC DE FIM CRÉDITO PRIVADO;2023-11-30;Títulos de crédito privado;36.49
34.799.186/0001-02;BOCOM BBM CORPORATE CREDIT FIC DE FIM CRÉDITO PRIVADO;2023-11-30;Títulos públicos federais;0.43
34.808.989/0001-86;VERDE AM BB60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.06
34.808.989/0001-86;VERDE AM BB60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras cotas de fundos de investimento;99.95
34.831.200/0001-08;CSHG PORTFOLIO IBOVESPA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Cotas de Fundos de Investimento 555;100.05
34.831.200/0001-08;CSHG PORTFOLIO IBOVESPA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Outros;0.02
34.839.814/0001-36;BRASIL CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Outras Cotas de Fundos de Investimento;100.11
34.839.814/0001-36;BRASIL CAPITAL CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Outros;0.04
34.867.425/0001-14;PRÓTON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Ações - Mercado à Vista;82.27
34.867.425/0001-14;PRÓTON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Cotas de Fundos;3.55
34.867.425/0001-14;PRÓTON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;Renda Fixa;15.40
34.867.657/0001-72;ITAÚ S&P/B3 LOW VOLATILITY FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;61.81
34.867.657/0001-72;ITAÚ S&P/B3 LOW VOLATILITY FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;0.02
34.867.657/0001-72;ITAÚ S&P/B3 LOW VOLATILITY FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;Títulos públicos federais;0.57
34.867.766/0001-90;XP MACRO JUROS ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;COTAS DE FUNDOS DE INVESTIMENTO 409;6.41
34.867.766/0001-90;XP MACRO JUROS ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;DERIVATIVOS;65.34
34.867.766/0001-90;XP MACRO JUROS ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;T?TULOS P?BLICOS FEDERAIS;93.85
34.867.778/0001-14;XP MACRO JUROS ATIVO MASTER FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;COTAS DE FUNDOS DE INVESTIMENTO 409;5.50
34.867.778/0001-14;XP MACRO JUROS ATIVO MASTER FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;DERIVATIVOS;65.81
34.867.778/0001-14;XP MACRO JUROS ATIVO MASTER FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;T?TULOS P?BLICOS FEDERAIS;94.52
34.867.860/0001-49;ACE CAPITAL RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;4.28
34.867.860/0001-49;ACE CAPITAL RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;9.40
34.867.860/0001-49;ACE CAPITAL RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos de crédito privado;0.57
34.867.860/0001-49;ACE CAPITAL RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;95.18
34.867.889/0001-20;ACE CAPITAL VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;4.28
34.867.889/0001-20;ACE CAPITAL VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;9.40
34.867.889/0001-20;ACE CAPITAL VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos de crédito privado;0.57
34.867.889/0001-20;ACE CAPITAL VT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;95.16
34.887.351/0001-88;MANAGER EQUITAS SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Cotas de fundos de investimento 409;100.00
34.887.367/0001-90;MANAGER OCCAM RETORNO ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.00
34.957.816/0001-20;BNP PARIBAS FUNDO DE INVESTIMENTO CAMBIAL;2023-11-30;Derivativos;99.40
34.957.816/0001-20;BNP PARIBAS FUNDO DE INVESTIMENTO CAMBIAL;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;4.88
34.957.816/0001-20;BNP PARIBAS FUNDO DE INVESTIMENTO CAMBIAL;2023-11-30;Títulos públicos federais;94.39
34.979.818/0001-10;BTG PACTUAL REFERENCE OURO USD FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;1.54
34.979.818/0001-10;BTG PACTUAL REFERENCE OURO USD FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;47.28
34.979.818/0001-10;BTG PACTUAL REFERENCE OURO USD FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.63
34.979.818/0001-10;BTG PACTUAL REFERENCE OURO USD FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;51.30
35.001.472/0001-43;HASHDEX CRIPTOATIVOS II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;19.05
35.001.472/0001-43;HASHDEX CRIPTOATIVOS II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;4.74
35.001.472/0001-43;HASHDEX CRIPTOATIVOS II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;19.03
35.001.472/0001-43;HASHDEX CRIPTOATIVOS II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;10.76
35.001.472/0001-43;HASHDEX CRIPTOATIVOS II FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;45.72
35.001.522/0001-92;ZBN DIAMOND FUNDO DE INVESTIMENTO DE ACOES BDR NIVEL I;2023-11-30;Ações;97.00
35.001.522/0001-92;ZBN DIAMOND FUNDO DE INVESTIMENTO DE ACOES BDR NIVEL I;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;1.16
35.001.522/0001-92;ZBN DIAMOND FUNDO DE INVESTIMENTO DE ACOES BDR NIVEL I;2023-11-30;Outras aplicações;1.85
35.002.442/0001-51;BNP PARIBAS SILVER FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;100.59
35.002.599/0001-87;RPS EQUITY HEDGE ADVISORY D15 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;99.89
35.002.599/0001-87;RPS EQUITY HEDGE ADVISORY D15 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.11
35.002.795/0001-51;VINCI AUGURI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;100.12
35.002.795/0001-51;VINCI AUGURI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
35.020.190/0001-93;DIRECIONAL NTNB FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;50.90
35.020.190/0001-93;DIRECIONAL NTNB FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
35.020.190/0001-93;DIRECIONAL NTNB FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;49.27
35.088.108/0001-62;HASHDEX 40 NASDAQ CRYPTO INDEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;101.26
35.088.108/0001-62;HASHDEX 40 NASDAQ CRYPTO INDEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.02
35.088.108/0001-62;HASHDEX 40 NASDAQ CRYPTO INDEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.00
35.088.108/0001-62;HASHDEX 40 NASDAQ CRYPTO INDEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;0.00
35.101.822/0001-43;VITREO UNIVERSA RIDER BLEND FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Cotas de fundos de investimento 409;99.90
35.101.822/0001-43;VITREO UNIVERSA RIDER BLEND FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Outras aplicações;0.10
35.109.694/0001-84;ITAÚ PRESTÍGIO RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;101.60
35.110.171/0001-58;ITAÚ INSTITUCIONAL VISION DELTA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.23
35.110.171/0001-58;ITAÚ INSTITUCIONAL VISION DELTA FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;98.14
35.110.367/0001-42;ITAÚ PRIVATE GLOBAL DINÂMICO PLUS MULTIMERCADO FUNDO DE INV EM COTAS DE FUNDOS DE INV;2023-11-30;Cotas de fundos de investimento 409;97.55
35.110.367/0001-42;ITAÚ PRIVATE GLOBAL DINÂMICO PLUS MULTIMERCADO FUNDO DE INV EM COTAS DE FUNDOS DE INV;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.13
35.110.367/0001-42;ITAÚ PRIVATE GLOBAL DINÂMICO PLUS MULTIMERCADO FUNDO DE INV EM COTAS DE FUNDOS DE INV;2023-11-30;Outras cotas de fundos de investimento;3.09
35.110.367/0001-42;ITAÚ PRIVATE GLOBAL DINÂMICO PLUS MULTIMERCADO FUNDO DE INV EM COTAS DE FUNDOS DE INV;2023-11-30;Títulos públicos federais;0.07
35.110.510/0001-04;ITAÚ SMART AÇÕES BRASIL 50 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;7.15
35.110.510/0001-04;ITAÚ SMART AÇÕES BRASIL 50 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;0.00
35.110.510/0001-04;ITAÚ SMART AÇÕES BRASIL 50 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.01
35.110.510/0001-04;ITAÚ SMART AÇÕES BRASIL 50 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Títulos públicos federais;0.10
35.162.628/0001-78;ACE CAPITAL S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;4.28
35.162.628/0001-78;ACE CAPITAL S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Investimento no exterior;9.40
35.162.628/0001-78;ACE CAPITAL S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos de crédito privado;0.57
35.162.628/0001-78;ACE CAPITAL S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Títulos públicos federais;95.20
35.162.728/0001-02;MARFALAH - FI EM AÇÕES - BDR NÍVEL I;2023-11-30;Ações;96.87
35.162.728/0001-02;MARFALAH - FI EM AÇÕES - BDR NÍVEL I;2023-11-30;Cotas de fundos de investimento 409;4.53
35.162.728/0001-02;MARFALAH - FI EM AÇÕES - BDR NÍVEL I;2023-11-30;Derivativos;-6.77
35.162.728/0001-02;MARFALAH - FI EM AÇÕES - BDR NÍVEL I;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;5.14
35.167.346/0001-63;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2023-11-30;Acões;94.00
35.167.346/0001-63;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2023-11-30;Derivativos;-5.10
35.167.346/0001-63;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2023-11-30;Operacões compromissadas lastreadas em títulos privados;0.00
35.167.346/0001-63;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2023-11-30;Operacões compromissadas lastreadas em títulos públicos federais;0.00
35.167.346/0001-63;FUNDO DE INVESTIMENTO DE AÇÕES AUDAX;2023-11-30;Outras Cotas de Fundos de Investimento;27.96
35.174.536/0001-08;ITAÚ PRIVATE RENDA FIXA VENDIDO IDKA 3 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Cotas de fundos de investimento 409;2.34
35.174.536/0001-08;ITAÚ PRIVATE RENDA FIXA VENDIDO IDKA 3 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Derivativos;-0.12
35.174.536/0001-08;ITAÚ PRIVATE RENDA FIXA VENDIDO IDKA 3 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.14
35.174.536/0001-08;ITAÚ PRIVATE RENDA FIXA VENDIDO IDKA 3 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;Títulos públicos federais;107.30
35.191.056/0001-55;ITAÚ SMART AÇÕES LOW VOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Ações;10.75
35.191.056/0001-55;ITAÚ SMART AÇÕES LOW VOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Derivativos;0.00
35.191.056/0001-55;ITAÚ SMART AÇÕES LOW VOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Operações compromissadas lastreadas em títulos públicos federais;0.01
35.191.056/0001-55;ITAÚ SMART AÇÕES LOW VOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;Títulos públicos federais;0.12
35.271.414/0001-30;OCCAM RETORNO ABSOLUTO EXCELLENCE FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Ações;67.66
35.271.414/0001-30;OCCAM RETORNO ABSOLUTO EXCELLENCE FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;Derivativos;11.14
